Country,WeGlide,OpenAIP,OpenAIP ID,OLC,Region,Launches,Launches 2015,Launches 2019,Wrong
DE,Vilsbiburg,VILSBIBURG,153153,Vilsbiburg,BY,17,2,0,
DE,Nittenau-Bruck,NITTENAU-BRUCK,152825,Nittenau Bruck,BY,16,15,0,
DE,Pegnitz-Zipser Berg,PEGNITZ-ZIPSER BERG,152904,Pegnitz Zip,BY,16,11,1,
DE,Wunstorf Mil,WUNSTORF,153217,Wunstorf Mil,NI,16,2,0,
DE,Fürstenfeldbruck,FÜRSTENFELDBRUCK,152358,Fuerstenfldbruck,BY,14,1,0,
DE,Hermuthausen,HERMUTHAUSEN,189776,Hermuthausen,BW,14,4,1,
DE,Hoppstädten-Weiersbach,HOPPSTAEDTEN-WEIERSBACH,152511,Hoppstädten Weiersba,RP,14,10,1,
DE,Michelstadt,MICHELSTADT/ODW.,152739,Michelstadt,HE,14,10,1,
DE,Westerstede-Felde,WESTERSTEDE-FELDE,153195,Westerstede Fel,NI,13,13,5,
DE,Bad Endorf,BAD ENDORF/JOLLING,152048,Bad Endorf Joll,BY,12,5,1,
DE,Hoexter-Holzminden,HOEXTER-HOLZMINDEN,152533,Hoexter Holzmin,NW,11,8,2,
DE,Husum,HUSUM,152517,Husum,SH,11,0,0,
DE,Rottweil-Zepfenhain,ROTTWEIL-ZEPFENHAN,152985,Rottweil Zepfen,BW,11,5,0,
DE,Arnsberg-Menden,ARNSBERG-MENDEN,152017,Arnsberg Menden,NW,10,5,1,
DE,Eggenfelden,EGGENFELDEN,152275,Eggenfelden,BY,10,6,0,
DE,Hof-Plauen,HOF-PLAUEN,152501,Hof,BY,10,10,8,
DE,Neuburg-Egweil,NEUBURG-EGWEIL,152799,Neuburg Egweil,BY,10,3,0,
DE,Schwenningen,SCHWENNINGEN,153028,Schwenningen A N,BW,10,5,0,
DE,Bienenfarm,BIENENFARM,152116,Bienenfarm,BB,9,8,4,
DE,Finsterwalde-Schacksdorf,FINSTERWALDE/SCHACKSDORF,152327,Finsterwalde Sch,BB,9,1,0,
DE,Ganderkesee,GANDERKESEE ATLAS AIRFIELD,152364,Ganderkesee,NI,9,1,0,
DE,Hassfurt,HASSFURT-SCHWEINFURT,152468,Hassfurt,BY,9,2,0,
DE,Juist,JUIST,152568,Juist,NI,9,1,0,
DE,Kassel-Calden,KASSEL-CALDEN,152584,Kassel Calden,HE,9,2,0,
DE,Cottbus-Drewitz,COTTBUS-DREWITZ,152211,Cottbus Drewitz,BB,8,4,0,
DE,Fichtelbrunn,FICHTELBRUNN,189762,Fichtelbrunn,BY,8,6,2,
DE,Neumarkt-Oberpfalz,NEUMARKT/OPF.,152807,Neumarkt Oberpf,BY,8,6,0,
DE,Regensburg-Oberhub,REGENSBURG-OBERHUB,152946,Regensburg Obrh,BY,8,5,0,
DE,Leutkirch-Unterzeil,LEUTKIRCH-UNTERZEIL,152671,Leutkirch Unter,BW,7,4,0,
DE,Obermehler,OBERMEHLER/SCHLOTHEIM,152852,Obermehler Schlo,TH,7,0,0,
DE,Saarmund,SAARMUND,152996,Saarmund,BB,7,1,0,
DE,St. Peter-Ording,ST. PETER-ORDING,153069,St Peter Ording,SH,7,0,0,
DE,Unterschüpf,UNTERSCHUEPF,153142,Unterschuepf,BW,7,0,0,
DE,Gotha-Ost,GOTHA-OST,152386,Gotha Ost,TH,6,2,0,
DE,Lauterbach,LAUTERBACH,152652,Lauterbach,HE,6,3,0,
DE,Oberems,OBEREMS,189799,Oberems,HE,6,3,0,
DE,Vettweiss-Soller,VETTWEISS,153150,Vettweiss-Soller,NW,6,1,0,
DE,Damme,DAMME,152220,Damme,NI,5,3,0,
DE,Eisenach-Kindel,EISENACH-KINDEL,152280,Eisenach Kindel,TH,5,2,1,
DE,Heide-Büsum,HEIDE-BUESUM,152471,Heide Büsum,SH,5,1,0,
DE,Nördlingen,NOERDLINGEN,152845,Noerdlingen,BY,5,4,0,
DE,Sierksdorf/Hof-Altona,SIERKSDORF/HOF ALTONA,153052,Sierksdorf Hof A,SH,5,4,0,
DE,Warngau,WARNGAU,153173,Warngau Tannried,BY,5,2,1,
DE,Eberswalde-Finow,EBERSWALDE-FINOW,152917,Finow,BB,4,2,1,
DE,Greiling,GREILING,152423,Greiling,BY,4,4,0,
DE,Lauenbrück,LAUENBRUECK,152646,Lauenbrueck,NI,4,4,0,
DE,Osnabrück-Atterheide,OSNABRUECK-ATTERHEIDE,152882,Osnabrueck Atter,NI,4,0,0,
DE,Roth,ROTH,152979,Roth Mil,BY,4,0,0,
DE,Schweighofen,SCHWEIGHOFEN,153025,Schweighofen,RP,4,2,1,
DE,Bad Dürkheim,BAD DUERKHEIM,152047,Bad Duerkheim,RP,3,2,0,
DE,Ebern-Sendelbach,EBERN-SENDELBACH,152271,Ebern Sendelbac,BY,3,3,0,
DE,Erfurt,ERFURT,152300,Erfurt,TH,3,3,0,
DE,Mendig,MENDIG,152731,Mendig Mil,RP,3,0,0,
DE,Speichersdorf,ROSENTHAL-FIELD-PLOESSEN,152973,Rosenthal Field7,BY,3,2,0,
DE,Rügen,RUEGEN,152992,Ruegen Guettin,MV,3,1,0,
DE,Seedorf,SEEDORF,153041,Seedorf,NI,3,3,0,
DE,Sonnen,SONNEN,153062,Sonnen,BY,3,0,0,
DE,Thalmässing-Waizenhofen,THALMAESSING-WAIZENHOFEN,153116,Thalmaessing Wai,BY,3,3,1,
DE,Weimar-Umpferstedt,WEIMAR-UMPFERSTEDT,153178,Weimar Umpferste,TH,3,2,0,
DE,Zerbst,ZERBST,153235,Zerbst Clsd,ST,3,1,0,
DE,Allstedt,ALLSTEDT,151993,Allstedt,ST,2,2,0,
DE,Alsfeld,ALSFELD,151994,Alsfeld,HE,2,1,0,
DE,Ampfing-Waldkraiburg,AMPFING-WALDKRAIBURG,152011,Ampfing Waldkrai,BY,2,1,0,
DE,An den Sieben Bergen,AN DEN SIEBEN BERGEN,190363,An den Sieben Bergen,NI,2,1,1,
DE,Borkum,BORKUM,152137,Borkum,NI,2,0,0,
DE,Coleman,COLEMAN,152208,Coleman Mannheim,BW,2,1,0,
DE,Dresden,DRESDEN,152256,Dresden,ST,2,1,0,
DE,Egelsbach,FRANKFURT-EGELSBACH,152334,Egelsbach,HE,2,0,0,
DE,Falkenberg-Lönnewitz,FALKENBERG-LOENNEWITZ,152323,Falkenberg Loen,BB,2,0,0,
DE,Fassberg,FASSBERG,152325,Fassberg Mil,NI,2,2,0,
DE,Frankfurt,FRANKFURT MAIN,152331,Frankfurt Main,HE,2,2,0,
DE,Helgoland-Düne,HELGOLAND-DUENE,152476,Helgoland Duene,NI,2,0,0,
DE,Heringsdorf,HERINGSDORF,152482,Heringsdorf,MV,2,2,0,
DE,Herzogenaurach,HERZOGENAURACH,1496209,Herzogenaurach,BY,2,2,1,
DE,Köthen,KOETHEN,152627,Koethen,ST,2,2,1,
DE,Langenberg,LANGENBERG,152639,Langenberg Hatte,HE,2,1,0,
DE,Langeoog,LANGEOOG,152643,Langeoog,NI,2,1,0,
DE,Mengeringhausen,MENGERINGHAUSEN,152733,Mengeringhausen,HE,2,0,0,
DE,Mindelheim-Mattsies,MINDELHEIM-MATTSIES,152740,Mindelheim Matts,BY,2,2,0,
DE,Neubrandenburg M,NEUBRANDENBURG,152797,Neubrandenburg M,BB,2,2,0,
DE,Ochsenfurt,OCHSENFURT,819806,Ochsenfurt,BY,2,2,1,
DE,Peenemünde,PEENEMUENDE,152903,Peenemuende,MV,2,1,1,
DE,Pfullendorf,PFULLENDORF,152916,Pfullendorf,BW,2,1,0,
DE,Spremberg Welzow,WELZOW,153066,Spremberg Welzow,BB,2,1,0,
DE,Stralsund,STRALSUND,153082,Stralsund,MV,2,1,0,
DE,Wangerooge,WANGEROOGE,153169,Wangerooge,NI,2,1,0,
DE,Wismar,WISMAR,153206,Wismar Mueggnbu,MV,2,1,1,
DE,Achterstedt,ACHTERSTEDT,152032,Achterstedt,NI,1,0,0,
DE,Leipzig-Altenburg,LEIPZIG-ALTENBURG,152664,Altenburg Nobitz,TH,1,1,1,
DE,Bremen,BREMEN,152152,Bremen,HB,1,1,1,
DE,Bückeburg,BÜCKEBURG,152194,Bueckeburg Mil,NI,1,0,0,
DE,Bundenthal-Rumbach,BUNDENTHAL-RUMBACH,152166,Bundenthal Rumbc,RP,1,0,0,
DE,Burg,BURG,152167,Burg,ST,1,1,0,
DE,Burgheim,BURGHEIM,152171,Burgheim Schwabe,BY,1,1,0,
DE,Fulda-Jossa,FULDA-JOSSA,152350,Fulda Jossa,HE,1,1,0,
DE,Griesau,GRIESAU,152398,Griesau,BY,1,0,0,
DE,Hannover,HANNOVER,152464,Hannover,NI,1,0,0,
DE,Herten-Rheinfelden,HERTEN-RHEINFELDEN,152485,Herten Rheinfld,BW,1,1,0,
DE,Hettstadt,HETTSTADT,152489,Hettstadt,BY,1,0,0,
DE,Hölleberg,HOELLEBERG,152531,Hoelleberg,HE,1,1,0,
DE,Hopsten,HOPSTEN,189824,Hopsten Mil,NW,1,1,0,
DE,Kührstedt-Bederkesa,KUEHRSTEDT-BEDERKESA,152628,Kuehrstedt Beder,NI,1,0,0,
DE,Rostock-Laage,LAAGE,152629,Laage Rostock,MV,1,1,0,
DE,Leer-Papenburg,LEER-PAPENBURG,152655,Leer Papenburg,NI,1,1,0,
DE,Mönchengladbach,MOENCHENGLADBACH,152764,Moenchengladbach,NW,1,1,0,
DE,Nannhausen,NANNHAUSEN,152788,Nannhausen,RP,1,0,0,
DE,Niederrhein,NIEDERRHEIN,152820,Niederrhein,NW,1,1,1,
DE,Norden-Norddeich,NORDEN-NORDDEICH,152828,Norden Nordeich,NI,1,0,0,
DE,Norderney,NORDERNEY,152829,Norderney,NI,1,0,0,
DE,Reichelsheim,REICHELSHEIM,152947,Reichelsheim Ger,HE,1,0,0,
DE,Roggenhagen,ROGGENHAGEN,152970,Roggenhagen,MV,1,1,0,
DE,Fehrbellin,FEHRBELLIN,152988,Ruppiner Land,BB,1,0,0,
DE,Salzgitter-Drütte,SALZGITTER-DRUETTE,152998,Salzgitter Druet,NI,1,1,0,
DE,Schlierstadt-Seligenberg,SCHLIERSTADT-SELIGENBERG,153012,Schlierstadt Sel,BB,1,1,0,
DE,Schmidgaden,SCHMIDGADEN,153014,Schmidgaden,BY,1,1,0,
DE,Segeletz,SEGELETZ,153042,Segeletz,BB,1,0,0,
DE,Singhofen,SINGHOFEN,153058,Singhofen,RP,1,0,0,
DE,Sömmerda-Dermsdorf,SOEMMERDA-DERMSDORF,153107,Sommerda,TH,1,1,0,
DE,Torgau-Beilrode,TORGAU-BEILRODE,153119,Torgau Beilrode,SN,1,1,0,
DK,Arnborg,ARNBORG,189828,Arnborg Gld,,2038,1392,278,
DK,Gorlose,GORLOSE,189845,Gorlose,,937,547,72,
DK,Hammer Flyveplad,HAMMER,189848,Hammer Flyveplad,,533,364,79,
DK,Vojens Skrydstrup,VOJENS/SKRYDSTRUP,149706,Vojens Skrydstru,,320,317,99,
DK,Herning,HERNING,149668,Herning Skinnerh,,309,192,28,x
DK,Aars,AARHUS,149646,Aars,,265,215,76,x
DK,Kalundborg,KALUNDBORG,149672,Kalundborg,,216,156,31,
DK,Christianshede,CHRISTIANSHEDE,189835,Christianshede,,184,118,45,
DK,Vojstrup,VOJSTRUP,189894,Vojstruphgr Gld,,138,72,12,
DK,Slaglille,SLAGLILLE,189879,Slaglille Hangar,,83,72,17,
DK,Aarhus True,TRUE,2098637,Aarhus True,,72,72,44,
DK,Rodekro,RODEKRO,1556092,Rodekro Ul,,65,55,12,
DK,Saeby Ottestrup,AEBY/OTTESTRUP,149698,Saeby Ottestrup,,63,59,9,
DK,Kongsted,KONGSTED,189857,Kongsted Hangar,,61,55,8,
DK,Viborg Hovedbyg,VIBORG,149705,Viborg Hovedbyg,,31,31,7,
DK,Gesten Flyveplad,GESTEN,189843,Gesten Flyveplad,,28,28,13,
ES,Fuentemilanos,FUENTEMILANOS,160911,Fuentemilanos,,7502,4292,826,
ES,La Cerdanya,LA CERDANYA,189934,La Cerdanya,,4552,2751,443,
ES,Ocana Toledo,OCANA TOLEDO,189941,Ocana Toledo Gld,,3373,1829,433,
ES,Santa Cilia de Jaca,SANTA CILIA PIRINEOS,161097,Santa Cilia Jaca,,1877,1074,169,
ES,Igualada-Ódena,IGUALADA/ODENA,160951,Igualada Gld,,904,668,142,
ES,Villacastin,VILLACASTIN,161168,Villacastin Aero,,609,373,63,
ES,Lillo,LILLO,160993,Lillo To,,589,314,23,
ES,Beas De Segura,BEAS DE SEGURA,160815,Beas De Segura,,339,162,42,
ES,Cuenca Sotos,SOTOS,161117,Cuenca Sotos,,315,279,35,x
ES,La Mancha,ILIPA MAGNA,160952,La Mancha,,193,69,40,x
ES,Garray Sorianuma,GARRAY SORIANUMA,189927,Garray Sorianuma,,120,112,40,
ES,Requena,REQUENA,161068,Requena,,48,27,9,
ES,Muchamiel,MUCHAMIEL,161034,Muchamiel,,32,32,0,
ES,Santo Tomé del Puerto,SANTO TOME DEL PUERTO,161103,Santo Tome D Gld,,31,19,3,
ES,Burgos Villafría,BURGOS,160808,Burgos Villafria,,27,27,18,
ES,Pamplona,PAMPLONA,161051,Pamplona,,13,3,0,
ES,La Seu d'Urgell,LA SEU D’URGELL,161105,La Seu De Urgel,,12,7,2,
FI,Räyskälä,RäYSKäLä,150132,Räyskälä,,5882,3286,689,
FI,Kymi,KYMI,150099,Kymi,,1775,1524,356,
FI,Pudasjärvi,PUDASJÄRVI,150122,Pudasjärvi,,1633,900,185,
FI,Selänpää,SELäNPää,150137,Selänpää,,1183,701,144,
FI,Nummela,NUMMELA,150112,Nummela,,963,706,149,
FI,Piikajärvi,PIIKAJäRVI,150118,Piikajärvi,,861,356,68,
FI,Teisko,TEISKO,150145,Teisko,,643,0,0,
FI,Haapavesi,HAAPAVESI,150064,Haapavesi,,498,384,73,
FI,Oripää,ORIPää,150114,Oripää,,493,240,46,
FI,Jämijärvi,JäMIJäRVI,150077,Jämijärvi,,396,372,99,
FI,Vesivehmaa,LAHTI VESIVEHMAA,150102,Vesivehmaa,,283,67,1,
FI,Rautavaara,RAUTAVAARA,150131,Rautavaara,,273,187,13,
FI,Hyvinkää,HYVINKÄÄ,150069,Hyvinkää,,228,102,42,
FI,Menkijärvi,MENKIJÄRVI,150110,Menkijärvi,,208,89,28,
FI,Immola,IMMOLA,150072,Immola,,185,98,22,
FI,Kauhava,KAUHAVA,150079,Kauhava,,130,119,11,
FI,Lappeenranta,LAPPEENRANTA,150101,Lappeenranta,,130,127,25,
FI,Pieksämäki,PIEKSäMäKI,150117,PieksämäkiNaarajä,,95,83,14,
FI,Joensuu,JOENSUU,150073,Joensuu,,73,52,13,
FI,Seinäoki Ilmajoki,SEINÄJOKI,150134,Seinäoki Ilmajoki,,71,66,9,
FI,Kemi-Tornio,KEMI-TORNIO,150080,Kemi-Tornio,,51,29,2,
FI,Savonlinna,SAVONLINNA,150133,Savonlinna,,23,7,1,
FI,Kitee,KITEE,150092,Kitee,,16,8,1,
FI,Ahmosuo,AHMOSUO,150052,Ahmosuo Gld,,14,10,1,
FI,Ylivieska,YLIVIESKA,150156,Ylivieska,,14,3,0,
FI,Raahe Pattijoki,RAAHE PATTIJOKI,150128,Raahe Pattijoki,,10,4,0,
FI,Rovaniemi,ROVANIEMI,150127,Rovaniemi,,9,0,0,
FI,Varkaus,VARKAUS,150150,Varkaus,,9,1,0,
FI,Sodankylä,SODANKYLä,150138,Sodankylä,,8,2,2,
FI,Helsinki Malmi,HELSINKI MALMI,150060,Helsinki-Malmi,,4,4,4,
FR,Puimoisson,PUIMOISSON,151417,Puimoisson Gld,,15884,9824,1801,
FR,Serres La Batie,SERRES LA BATIE MONTSALEON,151581,Serres La Batie,,11564,6372,1074,
FR,Vinon,VINON,151805,Vinon Gld,,10327,5471,1193,
FR,Sisteron,SISTERON VAUMEILH,151583,Sisteron Theze,,8091,4663,973,
FR,Saint-Auban,CHATEAU ARNOUX SAINT AUBAN,150429,Saint Auban,,7648,4230,1100,
FR,Gap Tallard,GAP TALLARD,150846,Gap Tallard Gld,,6226,3329,569,
FR,Fayence,FAYENCE,150804,Fayence Gld,,5509,3063,503,
FR,La Motte-Du-Caire,LA MOTTE DU CAIRE,613333,La Motte Du Caire,,5085,3213,657,
FR,Barcelonnette,BARCELONNETTE SAINT PONS,150264,Barcelonnette Gld,,2197,1169,256,
FR,Bailleau Armenonville,BAILLEAU ARMENONVILLE,150260,Bailleau Arm Gld,,1814,1260,324,
FR,Buno-Bonnevaux,BUNO BONNEVAUX,150306,Buno Bonnevaux,,1416,1110,213,
FR,Mont-Dauphin St-Crépin,MONT DAUPHIN SAINT CREPIN,151232,Mont-Dauphin St. Cré,,1385,1075,169,
FR,Chambéry,CHAMBERY CHALLES LES EAUX,150422,Chambery Cha Gld,,1320,972,155,
FR,Aubenasson,AUBENASSON,150196,Aubenasson Gld,,957,496,83,
FR,Aspres-Sur-Buech,ASPRES SUR BUECH,150193,Aspres Sur Buech,,950,668,131,
FR,Romorantin Pruniers,ROMORANTIN PRUNIERS,151498,Romorantin Gld,,885,610,48,
FR,Rennes Saint-Sulpice,SAINT SULPICE DES LANDES,151558,Rennes Saint-Sulpice,,874,672,146,
FR,Issoudun Le Fay,ISSOUDUN LE FAY,150950,Issoudun Le Gld,,860,436,141,
FR,Mantes Cherence,MANTES CHERENCE,151214,Mantes Cherence,,838,815,164,
FR,Ste Croix sur Verdon,STE. CROIX SUR VERDON,205698,Ste Croix029 Gld,,803,635,251,
FR,Pont-Sur-Yonne,PONT SUR YONNE,151410,Pont Sur Yon Gld,,796,599,166,
FR,Chalons Ecury,CHALONS ECURY SUR COOLE,150418,Chalons Ecury Gld,,725,640,156,
FR,Tours Le Louroux,TOURS LE LOUROUX,151733,Tours Louroux,,617,350,67,
FR,St Martin de Londres,SAINT MARTIN DE LONDRES,151549,St Martin de Londres,,485,324,78,
FR,Sarreguemines,SARREGUEMINES NEUNKIRCH,151571,Sarreguemines,,446,349,82,
FR,Blois Le Breuil,BLOIS LE BREUIL,150289,Blois Le Bre Gld,,384,231,69,
FR,Amboise Dierre,AMBOISE DIERRE,150174,Amboise Dierre,,358,232,50,
FR,St Florentin,SAINT FLORENTIN CHEU,151539,St Florentin Gld,,352,245,81,
FR,Le Blanc,LE BLANC,151009,Le Blanc Gld,,338,222,51,
FR,St Gaudens,SAINT GAUDENS MONTREJEAU,151541,St Gaudens M Gld,,335,183,29,
FR,Toulouse Bourg,TOULOUSE BOURG SAINT BERNARD,151728,Toulouse Bou Gld,,319,235,115,
FR,Castelsarrasin,CASTELSARRASIN MOISSAC,150409,Castelsarras Gld,,292,204,35,
FR,Chauvigny,CHAUVIGNY,150442,Chauvigny Gld,,250,185,72,
FR,Haguenau,HAGUENAU,150901,Haguenau Gld,,250,153,24,
FR,Angers,ANGERS MARCE,150181,Angers Loire,,194,69,6,
FR,Grenoble Versoud,GRENOBLE LE VERSOUD,150853,Grenoble Versoud,,183,148,37,
FR,Moulins Montbeugny,MOULINS MONTBEUGNY,151254,Moulins Mont Gld,,181,96,23,
FR,Besancon Thise,BESANCON THISE,150282,Besancon Thi Gld,,167,136,15,
FR,La Roche sur Yon,LA ROCHE SUR YON LES AJONCS,150993,La Roche Yon Gld,,164,145,26,
FR,Montargis Vimory,MONTARGIS VIMORY,151238,Montargis V Gld,,156,2,1,
FR,Salon Eyguieres,SALON EYGUIERES,151566,Salon Eyguieres,,131,74,14,
FR,Joinville Musse,JOINVILLE MUSSEY,150960,Joinville Musse,,121,86,20,
FR,Orleans St Denis,ORLEANS ST DENIS DE L HOTEL,151374,Orleans Deni Gld,,114,108,35,
FR,Brioude Beaumont,BRIOUDE BEAUMONT,150304,Brioude Beaumont,,112,48,25,
FR,Bourg Ceyzer,BOURG CEYZERIAT,150296,Bourg Ceyzer Gld,,109,68,0,
FR,Pont St Vincent,PONT SAINT VINCENT,151409,Pont Stvince Gld,,106,94,30,
FR,Poitiers Biard,POITIERS BIARD,151407,Poitiers Bia Gld,,101,23,0,
FR,Montlucon Gueret,MONTLUCON GUERET,151246,Montlucon Gu Gld,,95,72,0,
FR,Valence Chabeuil,VALENCE CHABEUIL,151786,Valence Chabeuil,,93,92,21,
FR,Roanne,ROANNE,151492,Roanne Renai Gld,,86,53,5,
FR,Thouars,THOUARS,151724,Thouars Gld,,84,84,0,
FR,Issoire Le Broc,ISSOIRE LE BROC,150948,Issoire Broc Gld,,80,42,10,
FR,Moret Episy,MORET EPISY,151252,Moret Episy,,76,41,8,
FR,Amiens Glisy Gld,AMIENS GLISY,150176,Amiens Glisy Gld,,75,57,0,
FR,Epinal Dogneville,EPINAL DOGNEVILLE,150781,Epinal Dogneville,,71,12,4,
FR,Habere Poche,HABERE POCHE,189992,Habere Poche Gld,,71,60,39,
FR,Bordeaux Saucats,BORDEAUX LEOGNAN SAUCATS,150292,Bordeaux Saucats,,70,40,3,
FR,Auch Gers,AUCH GERS,150199,Auch Lamothe Gld,,65,61,7,
FR,Belfort Chaux,BELFORT CHAUX,150270,Belfort Chaux,,63,50,4,
FR,Romans St Paul,ROMANS SAINT PAUL,151496,Romans St Pa Gld,,63,59,0,
FR,Graulhet,GRAULHET MONTDRAGON,150849,Graulhet Gld,,60,50,10,
FR,Mulhouse Habsheim,MULHOUSE HABSHEIM,151255,Mulhouse Habsheim,,60,14,0,
FR,Beynes Thiverval,BEYNES THIVERNAL,150283,Beynes Thiverval,,53,53,17,
FR,Villefranche Tarare,VILLEFRANCHE TARARE,151802,Villefrance Tara,,52,50,15,
FR,Ploermel-Loyat,PLOERMEL LOYAT,151405,Ploermel-Loyat,,50,26,0,
FR,Lille Marco,LILLE MARCQ EN BAROEUL,151031,Lille Marco Gld,,49,21,0,
FR,Carpentras,CARPENTRAS,150405,Carpentras Gld,,48,12,3,
FR,St Girons Antichan,SAINT GIRONS ANTICHAN,151542,St Girons An Gld,,48,47,20,
FR,Soissons,SOISSONS,151584,Soissons Gld,,46,37,4,
FR,Feurs Chambeon,FEURS CHAMBEON,150806,Feurs Chambe Gld,,44,26,4,
FR,Vichy Charmeil,VICHY CHARMEIL,151797,Vichy Charmeil,,44,2,0,
FR,La Llagonne,LARAGNELA LLAGONNE LA QUILLANE,151235,La Llagonne,,43,43,5,
FR,Bagneres Luchon,BAGNERES DE LUCHON,150258,Bagneres Luc Gld,,40,19,7,
FR,Cambrai Niergnies,CAMBRAI NIERGNIES,150400,Cambrai Nier Gld,,38,4,2,
FR,Arcachon,ARCACHON POLE SANTE,150521,Arcachon Gld,,34,9,0,
FR,Fontenay Le Compte,FONTENAY LE COMTE,150811,Fontenay Com Gld,,34,34,3,
FR,Oyonnax Arbent,OYONNAX ARBENT,151376,Oyonnax Arbent,,34,14,0,
FR,Belfort-Chaux,BELFORT CHAUX,150270,Belfort-Chaux,,33,0,0,
FR,Seyne Les Alpes,SEYNE LES ALPES,205634,Seyne Les Alpes,,33,5,0,
FR,Colmar Housson,COLMAR HOUSSEN,150460,Colmar Houss Gld,,30,23,4,
FR,Coulommiers,COULOMMIERS VOISINS,150470,Coulommiers,,29,0,0,
FR,Orléans Mézières,MÉZIÈRES,205633,Orléans Mézières,,29,20,0,
FR,Angouleme,ANGOULEME BRIE CHAMPNIERS,150183,Angouleme Br Gld,,27,26,7,
FR,Pontarlier,PONTARLIER,151412,Pontarlier,,26,13,4,
FR,Chartres,CHARTRES HOPITAL,150427,Chartres Gld,,23,4,0,
FR,Condom Valence,CONDOM VALENCE SUR BAISE,150462,Condom Valence,,21,14,1,
FR,Bourges,BOURGES,150298,Bourges Gld,,17,11,1,
FR,Dijon Darois,DIJON DAROIS,150745,Dijon Darois Gld,,17,16,3,
FR,Montbeliard,MONTVERDUN,151314,Montbeliard,,17,3,3,
FR,Oloron Herrere,OLORON HERRERE,151370,Oloron Herre Gld,,17,17,4,
FR,Troyes Barberey,TROYES BARBEREY,151738,Troyes Barbe Gld,,17,17,16,
FR,Aire Sur L Adour,AIRE SUR L ADOUR,150160,Aire Sur L Adour,,16,15,0,
FR,Langrois Rol Gld,LANGRES ROLAMPONT,151002,Langrois Rol Gld,,16,1,1,
FR,Albertville,ALBERTVILLE,150166,Albertville,,14,8,0,
FR,Cereste,CERESTE PRV 36,189982,Cereste Stma036,,14,5,0,
FR,Le Grand Logisson,BRUNET - LE GRAND LOGISSON,205705,Le Grand Logisson,,14,2,0,
FR,Florac Sainte Enimie,FLORAC SAINTE ENIMIE,150810,Florac Saint Gld,,13,12,10,
FR,Reims Prunay Gld,REIMS PRUNAY,151485,Reims Prunay Gld,,13,3,2,
FR,Montaigu St Georges,MONTAIGU ST GEORGES,151237,Montaigu St,,12,10,0,
FR,Perpignan Rivesaltes,PERPIGNAN RIVESALTES,151399,Perpignan Rivesa,,12,12,12,
FR,Pont St Vincent,PONT SAINT VINCENT,151409,Pont2stvince Gld,,12,12,0,
FR,Sedan Douzy,SEDAN DOUZY,151577,Sedan Douzy,,12,3,0,
FR,Sollieres Sardieres,SOLLIERES SARDIERES,151587,Sollieres Sardie,,12,6,0,
FR,Tarbes Laloubère,TARBES LALOUBERE,151722,Tarbes Lalou Gld,,12,9,0,
FR,Morestel,MORESTEL,151251,Morestel Gld,,11,2,2,
FR,Strasbourg Neuhof,STRASBOURG NEUHOF,151592,Strasbourgne Gld,,11,9,0,
FR,Albert Bray,ALBERT BRAY,150164,Albert Bray Gld,,9,9,1,
FR,Lyon Corbas,LYON CORBAS,151046,Lyon Corbas Gld,,9,0,0,
FR,Niort Souche,NIORT MARAIS POITEVIN,151346,Niort Souche Gld,,9,1,0,
FR,Ghisonaccia,GHISONACCIA ALZITONE,150847,Ghisonaccia,,8,7,0,
FR,Aix En Diois,AIX EN DIOIS,205635,Aix En Diois Cls,,7,6,2,
FR,Annemasse,ANNEMASSE,150186,Annemasse,,7,6,2,
FR,Chambley,CHAMBLEY,150423,Chambley UL,,7,0,0,
FR,Sezanne St Remy,SEZANNE SAINT REMY,151582,Sezanne St Remy,,7,7,0,
FR,Compiegne Margny,COMPIEGNE MARGNY,150464,Compiegne Ma Gld,,6,6,0,
FR,Sainte Foy La Grande,SAINTE FOY LA GRANDE,151561,Sainte Foy L Gld,,6,1,1,
FR,Nancy Malzeville,NANCY MALZEVILLE,151334,Nancy Malzev Gld,,5,5,0,
FR,Biscarrosse,BISCARROSSE PARENTIS,150286,Biscarrosse Gld,,4,1,0,
FR,Marmande Virazel,MARMANDE VIRAZEIL,151216,Marmande Virazel,,4,1,1,
FR,Rion Des Landes,RION DES LANDES,151491,Rion Des Landes,,4,4,4,
FR,Macon Charnay,MACON CHARNAY,151213,Macon Charnay,,3,1,1,
FR,Nancy Essey,NANCY ESSEY,151333,Nancy Essey,,3,1,1,
FR,Orbigny,ORBIGNY,151380,Orbigny1,,3,3,0,
FR,Rennes St Jaques,RENNES SAINT JACQUES,151486,Rennes St J,,3,0,0,
FR,Saintes Thenac,SAINTES THENAC,151564,Saintes Then Gld,,3,0,0,
FR,Sarlat Domme,SARLAT DOMME,151567,Sarlat Domme,,3,0,0,
FR,Abbeville,ABBEVILLE,150158,Abbeville Gld,,2,0,0,
FR,Agen La Garenne,AGEN LA GARENNE,150159,Agen La Garenne,,2,1,0,
FR,Argenton S Creuse,ARGENTON SUR CREUSE,150190,Argenton Creuse,,2,0,0,
FR,Chambery Aix,CHAMBERY AIX LES BAINS,150421,Chambery Aix,,2,1,0,
FR,Cholet Le Pontreau,CHOLET LE PONTREAU,150449,Cholet Le Po Gld,,2,0,0,
FR,Gueret St Laurent,GUERET SAINT LAURENT,150855,Gueret St Lauren,,2,0,0,
FR,Lezignan Corbieres,LEZIGNAN CORBIERES,151027,Lezignan Corbier,,2,1,0,
